tick,timestamp,interval_end,day,time_period,tariff_band,tariff,weather_pattern,inflow,p1_out_of_action,p2_out_of_action,expected_inflow,feasible,starting_volume,ending_volume,p1_status,p1_rate,p2_status,p2_rate,pumped_volume,energy_cost,warnings
734,2026-06-16T06:30:00+00:00,2026-06-16T07:00:00+00:00,16,T14,T9-T16,257.37,extreme_dry,0.67,false,false,0.7172,true,229.53,230.20,Online,0.00,Offline,0.00,0.00,0.00,
735,2026-06-16T07:00:00+00:00,2026-06-16T07:30:00+00:00,16,T15,T9-T16,257.37,extreme_dry,0.71,false,false,0.7790,true,230.20,230.91,Online,0.00,Offline,0.00,0.00,0.00,
736,2026-06-16T07:30:00+00:00,2026-06-16T08:00:00+00:00,16,T16,T9-T16,257.37,extreme_dry,0.64,false,false,0.7015,true,230.91,227.55,Online,4.00,Offline,0.00,4.00,1029.48,
737,2026-06-16T08:00:00+00:00,2026-06-16T08:30:00+00:00,16,T17,T17-T24,282.66,extreme_dry,0.60,false,false,0.6568,true,227.55,228.15,Online,0.00,Offline,0.00,0.00,0.00,
738,2026-06-16T08:30:00+00:00,2026-06-16T09:00:00+00:00,16,T18,T17-T24,282.66,extreme_dry,0.50,false,false,0.5430,true,228.15,228.65,Online,0.00,Offline,0.00,0.00,0.00,
739,2026-06-16T09:00:00+00:00,2026-06-16T09:30:00+00:00,16,T19,T17-T24,282.66,extreme_dry,0.51,false,false,0.5268,true,228.65,229.16,Online,0.00,Offline,0.00,0.00,0.00,
740,2026-06-16T09:30:00+00:00,2026-06-16T10:00:00+00:00,16,T20,T17-T24,282.66,extreme_dry,0.74,false,false,0.7913,true,229.16,229.90,Online,0.00,Offline,0.00,0.00,0.00,
741,2026-06-16T10:00:00+00:00,2026-06-16T10:30:00+00:00,16,T21,T17-T24,282.66,extreme_dry,0.67,false,false,0.7156,true,229.90,230.57,Online,0.00,Offline,0.00,0.00,0.00,
742,2026-06-16T10:30:00+00:00,2026-06-16T11:00:00+00:00,16,T22,T17-T24,282.66,extreme_dry,0.44,false,false,0.4690,true,230.57,231.01,Online,0.00,Offline,0.00,0.00,0.00,
743,2026-06-16T11:00:00+00:00,2026-06-16T11:30:00+00:00,16,T23,T17-T24,282.66,extreme_dry,0.30,false,false,0.3060,true,231.01,231.31,Online,0.00,Offline,0.00,0.00,0.00,
744,2026-06-16T11:30:00+00:00,2026-06-16T12:00:00+00:00,16,T24,T17-T24,282.66,extreme_dry,0.29,false,false,0.2969,true,231.31,227.60,Online,4.00,Offline,0.00,4.00,1130.64,
745,2026-06-16T12:00:00+00:00,2026-06-16T12:30:00+00:00,16,T25,T25-T32,283.90,extreme_dry,0.37,false,false,0.3763,true,227.60,227.97,Online,0.00,Offline,0.00,0.00,0.00,
746,2026-06-16T12:30:00+00:00,2026-06-16T13:00:00+00:00,16,T26,T25-T32,283.90,extreme_dry,0.43,false,false,0.4727,true,227.97,228.40,Online,0.00,Offline,0.00,0.00,0.00,
747,2026-06-16T13:00:00+00:00,2026-06-16T13:30:00+00:00,16,T27,T25-T32,283.90,extreme_dry,0.44,false,false,0.4677,true,228.40,228.84,Online,0.00,Offline,0.00,0.00,0.00,
748,2026-06-16T13:30:00+00:00,2026-06-16T14:00:00+00:00,16,T28,T25-T32,283.90,extreme_dry,0.36,false,false,0.3671,true,228.84,229.20,Online,0.00,Offline,0.00,0.00,0.00,
749,2026-06-16T14:00:00+00:00,2026-06-16T14:30:00+00:00,16,T29,T25-T32,283.90,extreme_dry,0.30,false,false,0.3203,true,229.20,229.50,Online,0.00,Offline,0.00,0.00,0.00,
750,2026-06-16T14:30:00+00:00,2026-06-16T15:00:00+00:00,16,T30,T25-T32,283.90,extreme_dry,0.12,false,true,0.1304,true,229.50,229.62,Online,0.00,Offline,0.00,0.00,0.00,
751,2026-06-16T15:00:00+00:00,2026-06-16T15:30:00+00:00,16,T31,T25-T32,283.90,extreme_dry,0.13,false,true,0.1341,true,229.62,229.75,Online,0.00,Offline,0.00,0.00,0.00,
752,2026-06-16T15:30:00+00:00,2026-06-16T16:00:00+00:00,16,T32,T25-T32,283.90,extreme_dry,0.33,false,true,0.3563,true,229.75,226.08,Online,4.00,Offline,0.00,4.00,1135.60,
753,2026-06-16T16:00:00+00:00,2026-06-16T16:30:00+00:00,16,T33,T33-T40,302.47,extreme_dry,0.63,false,true,0.6738,true,226.08,226.71,Online,0.00,Offline,0.00,0.00,0.00,
754,2026-06-16T16:30:00+00:00,2026-06-16T17:00:00+00:00,16,T34,T33-T40,302.47,extreme_dry,0.86,false,true,0.9025,true,226.71,227.57,Online,0.00,Offline,0.00,0.00,0.00,
755,2026-06-16T17:00:00+00:00,2026-06-16T17:30:00+00:00,16,T35,T33-T40,302.47,extreme_dry,0.71,false,true,0.7406,true,227.57,228.28,Online,0.00,Offline,0.00,0.00,0.00,
756,2026-06-16T17:30:00+00:00,2026-06-16T18:00:00+00:00,16,T36,T33-T40,302.47,extreme_dry,0.79,false,true,0.8303,true,228.28,229.07,Online,0.00,Offline,0.00,0.00,0.00,
757,2026-06-16T18:00:00+00:00,2026-06-16T18:30:00+00:00,16,T37,T33-T40,302.47,extreme_dry,0.60,false,true,0.6499,true,229.07,229.67,Online,0.00,Offline,0.00,0.00,0.00,
758,2026-06-16T18:30:00+00:00,2026-06-16T19:00:00+00:00,16,T38,T33-T40,302.47,extreme_dry,0.81,false,true,0.8264,true,229.67,230.48,Online,0.00,Offline,0.00,0.00,0.00,
759,2026-06-16T19:00:00+00:00,2026-06-16T19:30:00+00:00,16,T39,T33-T40,302.47,extreme_dry,0.63,false,false,0.6312,true,230.48,231.11,Online,0.00,Offline,0.00,0.00,0.00,
760,2026-06-16T19:30:00+00:00,2026-06-16T20:00:00+00:00,16,T40,T33-T40,302.47,extreme_dry,0.59,false,false,0.6161,true,231.11,231.70,Online,0.00,Offline,0.00,0.00,0.00,
761,2026-06-16T20:00:00+00:00,2026-06-16T20:30:00+00:00,16,T41,T41-T48,277.06,extreme_dry,0.65,false,false,0.6549,true,231.70,232.35,Online,0.00,Offline,0.00,0.00,0.00,
762,2026-06-16T20:30:00+00:00,2026-06-16T21:00:00+00:00,16,T42,T41-T48,277.06,extreme_dry,0.85,false,false,0.9065,true,232.35,233.20,Online,0.00,Offline,0.00,0.00,0.00,
763,2026-06-16T21:00:00+00:00,2026-06-16T21:30:00+00:00,16,T43,T41-T48,277.06,extreme_dry,0.65,false,false,0.6502,true,233.20,233.85,Online,0.00,Offline,0.00,0.00,0.00,
764,2026-06-16T21:30:00+00:00,2026-06-16T22:00:00+00:00,16,T44,T41-T48,277.06,extreme_dry,0.22,false,false,0.2295,true,233.85,234.07,Online,0.00,Offline,0.00,0.00,0.00,
765,2026-06-16T22:00:00+00:00,2026-06-16T22:30:00+00:00,16,T45,T41-T48,277.06,extreme_dry,0.05,false,false,0.0515,true,234.07,234.12,Online,0.00,Offline,0.00,0.00,0.00,
766,2026-06-16T22:30:00+00:00,2026-06-16T23:00:00+00:00,16,T46,T41-T48,277.06,extreme_dry,0.15,false,false,0.1616,true,234.12,234.27,Online,0.00,Offline,0.00,0.00,0.00,
767,2026-06-16T23:00:00+00:00,2026-06-16T23:30:00+00:00,16,T47,T41-T48,277.06,extreme_dry,0.06,false,false,0.0628,true,234.27,234.33,Online,0.00,Offline,0.00,0.00,0.00,
768,2026-06-16T23:30:00+00:00,2026-06-17T00:00:00+00:00,16,T48,T41-T48,277.06,extreme_dry,0.32,false,false,0.3244,true,234.33,230.65,Online,4.00,Offline,0.00,4.00,1108.24,
769,2026-06-17T00:00:00+00:00,2026-06-17T00:30:00+00:00,17,T1,T1-T8,228.42,wet,2.24,false,false,2.3102,true,230.65,232.89,Online,0.00,Offline,0.00,0.00,0.00,
770,2026-06-17T00:30:00+00:00,2026-06-17T01:00:00+00:00,17,T2,T1-T8,228.42,wet,2.34,false,false,2.4547,true,232.89,231.23,Online,4.00,Offline,0.00,4.00,913.68,
771,2026-06-17T01:00:00+00:00,2026-06-17T01:30:00+00:00,17,T3,T1-T8,228.42,wet,2.48,false,false,2.5920,true,231.23,233.71,Online,0.00,Offline,0.00,0.00,0.00,
772,2026-06-17T01:30:00+00:00,2026-06-17T02:00:00+00:00,17,T4,T1-T8,228.42,wet,2.28,false,false,2.3156,true,233.71,231.99,Online,4.00,Offline,0.00,4.00,913.68,
773,2026-06-17T02:00:00+00:00,2026-06-17T02:30:00+00:00,17,T5,T1-T8,228.42,wet,2.05,false,false,2.1826,true,231.99,234.04,Online,0.00,Offline,0.00,0.00,0.00,
774,2026-06-17T02:30:00+00:00,2026-06-17T03:00:00+00:00,17,T6,T1-T8,228.42,wet,2.28,false,false,2.3717,true,234.04,232.32,Online,4.00,Offline,0.00,4.00,913.68,
775,2026-06-17T03:00:00+00:00,2026-06-17T03:30:00+00:00,17,T7,T1-T8,228.42,wet,2.21,false,false,2.2399,true,232.32,230.53,Online,4.00,Offline,0.00,4.00,913.68,
776,2026-06-17T03:30:00+00:00,2026-06-17T04:00:00+00:00,17,T8,T1-T8,228.42,wet,2.06,false,false,2.2255,true,230.53,228.59,Online,4.00,Offline,0.00,4.00,913.68,
777,2026-06-17T04:00:00+00:00,2026-06-17T04:30:00+00:00,17,T9,T9-T16,257.37,wet,2.41,false,false,2.4773,true,228.59,231.00,Online,0.00,Offline,0.00,0.00,0.00,
778,2026-06-17T04:30:00+00:00,2026-06-17T05:00:00+00:00,17,T10,T9-T16,257.37,wet,2.31,false,false,2.4135,true,231.00,233.31,Online,0.00,Offline,0.00,0.00,0.00,
779,2026-06-17T05:00:00+00:00,2026-06-17T05:30:00+00:00,17,T11,T9-T16,257.37,wet,2.20,false,false,2.3386,true,233.31,231.51,Online,4.00,Offline,0.00,4.00,1029.48,
780,2026-06-17T05:30:00+00:00,2026-06-17T06:00:00+00:00,17,T12,T9-T16,257.37,wet,5.14,false,false,5.2217,true,231.51,232.65,Online,4.00,Offline,0.00,4.00,1029.48,
781,2026-06-17T06:00:00+00:00,2026-06-17T06:30:00+00:00,17,T13,T9-T16,257.37,wet,5.62,false,false,5.8015,true,232.65,230.27,Online,8.00,Offline,0.00,8.00,2058.96,
782,2026-06-17T06:30:00+00:00,2026-06-17T07:00:00+00:00,17,T14,T9-T16,257.37,wet,5.22,false,false,5.5343,true,230.27,231.49,Online,4.00,Offline,0.00,4.00,1029.48,
783,2026-06-17T07:00:00+00:00,2026-06-17T07:30:00+00:00,17,T15,T9-T16,257.37,wet,5.28,false,false,5.5385,true,231.49,232.77,Online,4.00,Offline,0.00,4.00,1029.48,
784,2026-06-17T07:30:00+00:00,2026-06-17T08:00:00+00:00,17,T16,T9-T16,257.37,wet,5.61,false,false,5.9193,true,232.77,230.38,Online,8.00,Offline,0.00,8.00,2058.96,
785,2026-06-17T08:00:00+00:00,2026-06-17T08:30:00+00:00,17,T17,T17-T24,282.66,wet,5.34,false,false,5.5131,true,230.38,231.72,Online,4.00,Offline,0.00,4.00,1130.64,
786,2026-06-17T08:30:00+00:00,2026-06-17T09:00:00+00:00,17,T18,T17-T24,282.66,wet,5.42,false,false,5.9587,true,231.72,229.14,Online,8.00,Offline,0.00,8.00,2261.28,
787,2026-06-17T09:00:00+00:00,2026-06-17T09:30:00+00:00,17,T19,T17-T24,282.66,wet,5.24,false,false,5.5328,true,229.14,230.38,Online,4.00,Offline,0.00,4.00,1130.64,
788,2026-06-17T09:30:00+00:00,2026-06-17T10:00:00+00:00,17,T20,T17-T24,282.66,wet,5.28,false,false,5.6342,true,230.38,227.66,Online,8.00,Offline,0.00,8.00,2261.28,
789,2026-06-17T10:00:00+00:00,2026-06-17T10:30:00+00:00,17,T21,T17-T24,282.66,wet,5.16,false,false,5.4710,true,227.66,228.82,Online,4.00,Offline,0.00,4.00,1130.64,
790,2026-06-17T10:30:00+00:00,2026-06-17T11:00:00+00:00,17,T22,T17-T24,282.66,wet,3.24,false,false,3.4765,true,228.82,228.06,Online,4.00,Offline,0.00,4.00,1130.64,
791,2026-06-17T11:00:00+00:00,2026-06-17T11:30:00+00:00,17,T23,T17-T24,282.66,wet,3.32,false,false,3.5907,true,228.06,227.38,Online,4.00,Offline,0.00,4.00,1130.64,
792,2026-06-17T11:30:00+00:00,2026-06-17T12:00:00+00:00,17,T24,T17-T24,282.66,wet,3.39,false,false,3.4804,true,227.38,226.77,Online,4.00,Offline,0.00,4.00,1130.64,
793,2026-06-17T12:00:00+00:00,2026-06-17T12:30:00+00:00,17,T25,T25-T32,283.90,wet,3.29,false,false,3.5189,true,226.77,230.06,Online,0.00,Offline,0.00,0.00,0.00,
794,2026-06-17T12:30:00+00:00,2026-06-17T13:00:00+00:00,17,T26,T25-T32,283.90,wet,3.35,false,false,3.5144,true,230.06,233.41,Online,0.00,Offline,0.00,0.00,0.00,
795,2026-06-17T13:00:00+00:00,2026-06-17T13:30:00+00:00,17,T27,T25-T32,283.90,wet,3.31,false,false,3.3130,true,233.41,232.72,Online,4.00,Offline,0.00,4.00,1135.60,
796,2026-06-17T13:30:00+00:00,2026-06-17T14:00:00+00:00,17,T28,T25-T32,283.90,wet,3.11,false,false,3.3429,true,232.72,231.83,Online,4.00,Offline,0.00,4.00,1135.60,
797,2026-06-17T14:00:00+00:00,2026-06-17T14:30:00+00:00,17,T29,T25-T32,283.90,wet,3.17,false,false,3.4475,true,231.83,231.00,Online,4.00,Offline,0.00,4.00,1135.60,
798,2026-06-17T14:30:00+00:00,2026-06-17T15:00:00+00:00,17,T30,T25-T32,283.90,wet,3.18,false,false,3.4933,true,231.00,230.18,Online,4.00,Offline,0.00,4.00,1135.60,
799,2026-06-17T15:00:00+00:00,2026-06-17T15:30:00+00:00,17,T31,T25-T32,283.90,wet,3.25,false,false,3.5355,true,230.18,233.43,Online,0.00,Offline,0.00,0.00,0.00,
800,2026-06-17T15:30:00+00:00,2026-06-17T16:00:00+00:00,17,T32,T25-T32,283.90,wet,3.59,false,false,3.6416,true,233.43,233.02,Online,4.00,Offline,0.00,4.00,1135.60,
801,2026-06-17T16:00:00+00:00,2026-06-17T16:30:00+00:00,17,T33,T33-T40,302.47,wet,5.87,false,false,6.0133,true,233.02,230.89,Online,8.00,Offline,0.00,8.00,2419.76,
802,2026-06-17T16:30:00+00:00,2026-06-17T17:00:00+00:00,17,T34,T33-T40,302.47,wet,5.79,false,false,5.8983,true,230.89,232.68,Online,4.00,Offline,0.00,4.00,1209.88,
803,2026-06-17T17:00:00+00:00,2026-06-17T17:30:00+00:00,17,T35,T33-T40,302.47,wet,6.02,false,false,6.3649,true,232.68,230.70,Online,8.00,Offline,0.00,8.00,2419.76,
804,2026-06-17T17:30:00+00:00,2026-06-17T18:00:00+00:00,17,T36,T33-T40,302.47,wet,5.92,false,true,6.0056,true,230.70,232.62,Online,4.00,Offline,0.00,4.00,1209.88,
805,2026-06-17T18:00:00+00:00,2026-06-17T18:30:00+00:00,17,T37,T33-T40,302.47,wet,5.83,false,true,6.0979,true,232.62,230.45,Online,8.00,Offline,0.00,8.00,2419.76,
806,2026-06-17T18:30:00+00:00,2026-06-17T19:00:00+00:00,17,T38,T33-T40,302.47,wet,5.94,false,true,6.5202,true,230.45,228.39,Online,8.00,Offline,0.00,8.00,2419.76,
807,2026-06-17T19:00:00+00:00,2026-06-17T19:30:00+00:00,17,T39,T33-T40,302.47,wet,5.70,false,true,6.1341,true,228.39,226.09,Online,8.00,Offline,0.00,8.00,2419.76,
808,2026-06-17T19:30:00+00:00,2026-06-17T20:00:00+00:00,17,T40,T33-T40,302.47,wet,5.65,false,true,5.8630,true,226.09,227.74,Online,4.00,Offline,0.00,4.00,1209.88,
809,2026-06-17T20:00:00+00:00,2026-06-17T20:30:00+00:00,17,T41,T41-T48,277.06,wet,5.89,false,true,6.3401,true,227.74,225.63,Online,8.00,Offline,0.00,8.00,2216.48,
810,2026-06-17T20:30:00+00:00,2026-06-17T21:00:00+00:00,17,T42,T41-T48,277.06,wet,5.87,false,true,6.0754,true,225.63,223.50,Online,8.00,Offline,0.00,8.00,2216.48,
811,2026-06-17T21:00:00+00:00,2026-06-17T21:30:00+00:00,17,T43,T41-T48,277.06,wet,5.56,false,true,6.1125,true,223.50,229.06,Online,0.00,Offline,0.00,0.00,0.00,
812,2026-06-17T21:30:00+00:00,2026-06-17T22:00:00+00:00,17,T44,T41-T48,277.06,wet,2.77,false,true,2.7705,true,229.06,223.83,Online,8.00,Offline,0.00,8.00,2216.48,
813,2026-06-17T22:00:00+00:00,2026-06-17T22:30:00+00:00,17,T45,T41-T48,277.06,wet,2.40,false,true,2.6180,true,223.83,226.23,Online,0.00,Offline,0.00,0.00,0.00,
814,2026-06-17T22:30:00+00:00,2026-06-17T23:00:00+00:00,17,T46,T41-T48,277.06,wet,2.75,false,false,2.8300,true,226.23,228.98,Online,0.00,Offline,0.00,0.00,0.00,
815,2026-06-17T23:00:00+00:00,2026-06-17T23:30:00+00:00,17,T47,T41-T48,277.06,wet,2.62,false,false,2.7722,true,228.98,227.60,Online,4.00,Offline,0.00,4.00,1108.24,
816,2026-06-17T23:30:00+00:00,2026-06-18T00:00:00+00:00,17,T48,T41-T48,277.06,wet,2.59,false,false,2.8455,true,227.60,226.19,Online,4.00,Offline,0.00,4.00,1108.24,
817,2026-06-18T00:00:00+00:00,2026-06-18T00:30:00+00:00,18,T1,T1-T8,228.42,severe_wet_afternoon,2.40,false,false,2.4302,true,226.19,228.59,Online,0.00,Offline,0.00,0.00,0.00,
818,2026-06-18T00:30:00+00:00,2026-06-18T01:00:00+00:00,18,T2,T1-T8,228.42,severe_wet_afternoon,2.50,false,false,2.6021,true,228.59,231.09,Online,0.00,Offline,0.00,0.00,0.00,
819,2026-06-18T01:00:00+00:00,2026-06-18T01:30:00+00:00,18,T3,T1-T8,228.42,severe_wet_afternoon,2.27,false,false,2.3033,true,231.09,233.36,Online,0.00,Offline,0.00,0.00,0.00,
820,2026-06-18T01:30:00+00:00,2026-06-18T02:00:00+00:00,18,T4,T1-T8,228.42,severe_wet_afternoon,2.45,false,false,2.6071,true,233.36,231.81,Online,4.00,Offline,0.00,4.00,913.68,
821,2026-06-18T02:00:00+00:00,2026-06-18T02:30:00+00:00,18,T5,T1-T8,228.42,severe_wet_afternoon,2.43,false,false,2.6036,true,231.81,234.24,Online,0.00,Offline,0.00,0.00,0.00,
822,2026-06-18T02:30:00+00:00,2026-06-18T03:00:00+00:00,18,T6,T1-T8,228.42,severe_wet_afternoon,2.40,false,false,2.4740,true,234.24,232.64,Online,4.00,Offline,0.00,4.00,913.68,
823,2026-06-18T03:00:00+00:00,2026-06-18T03:30:00+00:00,18,T7,T1-T8,228.42,severe_wet_afternoon,2.14,false,false,2.1840,true,232.64,230.78,Online,4.00,Offline,0.00,4.00,913.68,
824,2026-06-18T03:30:00+00:00,2026-06-18T04:00:00+00:00,18,T8,T1-T8,228.42,severe_wet_afternoon,2.12,false,false,2.1724,true,230.78,228.90,Online,4.00,Offline,0.00,4.00,913.68,
825,2026-06-18T04:00:00+00:00,2026-06-18T04:30:00+00:00,18,T9,T9-T16,257.37,severe_wet_afternoon,2.06,false,false,2.0735,true,228.90,230.96,Online,0.00,Offline,0.00,0.00,0.00,
826,2026-06-18T04:30:00+00:00,2026-06-18T05:00:00+00:00,18,T10,T9-T16,257.37,severe_wet_afternoon,2.14,false,false,2.2424,true,230.96,233.10,Online,0.00,Offline,0.00,0.00,0.00,
827,2026-06-18T05:00:00+00:00,2026-06-18T05:30:00+00:00,18,T11,T9-T16,257.37,severe_wet_afternoon,2.20,false,false,2.3791,true,233.10,231.30,Online,4.00,Offline,0.00,4.00,1029.48,
828,2026-06-18T05:30:00+00:00,2026-06-18T06:00:00+00:00,18,T12,T9-T16,257.37,severe_wet_afternoon,5.00,false,false,5.2567,true,231.30,232.30,Online,0.00,Online,4.00,4.00,1029.48,
829,2026-06-18T06:00:00+00:00,2026-06-18T06:30:00+00:00,18,T13,T9-T16,257.37,severe_wet_afternoon,4.80,false,false,5.0444,true,232.30,233.10,Online,0.00,Online,4.00,4.00,1029.48,
830,2026-06-18T06:30:00+00:00,2026-06-18T07:00:00+00:00,18,T14,T9-T16,257.37,severe_wet_afternoon,4.65,false,false,4.9755,true,233.10,229.75,Online,0.00,Online,8.00,8.00,2058.96,
831,2026-06-18T07:00:00+00:00,2026-06-18T07:30:00+00:00,18,T15,T9-T16,257.37,severe_wet_afternoon,4.96,false,false,4.9917,true,229.75,230.71,Online,0.00,Online,4.00,4.00,1029.48,
832,2026-06-18T07:30:00+00:00,2026-06-18T08:00:00+00:00,18,T16,T9-T16,257.37,severe_wet_afternoon,4.51,false,false,4.7824,true,230.71,231.22,Online,0.00,Online,4.00,4.00,1029.48,
833,2026-06-18T08:00:00+00:00,2026-06-18T08:30:00+00:00,18,T17,T17-T24,282.66,severe_wet_afternoon,4.52,true,false,4.8908,true,231.22,227.74,Offline,0.00,Online,8.00,8.00,2261.28,
834,2026-06-18T08:30:00+00:00,2026-06-18T09:00:00+00:00,18,T18,T17-T24,282.66,severe_wet_afternoon,5.01,true,false,5.0906,true,227.74,228.75,Offline,0.00,Online,4.00,4.00,1130.64,
835,2026-06-18T09:00:00+00:00,2026-06-18T09:30:00+00:00,18,T19,T17-T24,282.66,severe_wet_afternoon,4.83,true,false,5.0103,true,228.75,229.58,Offline,0.00,Online,4.00,4.00,1130.64,
836,2026-06-18T09:30:00+00:00,2026-06-18T10:00:00+00:00,18,T20,T17-T24,282.66,severe_wet_afternoon,4.55,true,false,4.8573,true,229.58,230.13,Offline,0.00,Online,4.00,4.00,1130.64,
837,2026-06-18T10:00:00+00:00,2026-06-18T10:30:00+00:00,18,T21,T17-T24,282.66,severe_wet_afternoon,4.63,true,false,4.7305,true,230.13,230.76,Offline,0.00,Online,4.00,4.00,1130.64,
838,2026-06-18T10:30:00+00:00,2026-06-18T11:00:00+00:00,18,T22,T17-T24,282.66,severe_wet_afternoon,3.20,true,false,3.2336,true,230.76,229.96,Offline,0.00,Online,4.00,4.00,1130.64,
839,2026-06-18T11:00:00+00:00,2026-06-18T11:30:00+00:00,18,T23,T17-T24,282.66,severe_wet_afternoon,2.96,true,false,3.2400,true,229.96,228.92,Offline,0.00,Online,4.00,4.00,1130.64,
840,2026-06-18T11:30:00+00:00,2026-06-18T12:00:00+00:00,18,T24,T17-T24,282.66,severe_wet_afternoon,8.88,true,false,9.5340,true,228.92,225.80,Offline,0.00,Online,12.00,12.00,3391.92,
841,2026-06-18T12:00:00+00:00,2026-06-18T12:30:00+00:00,18,T25,T25-T32,283.90,severe_wet_afternoon,9.35,true,false,9.3576,true,225.80,231.15,Offline,0.00,Online,4.00,4.00,1135.60,
842,2026-06-18T12:30:00+00:00,2026-06-18T13:00:00+00:00,18,T26,T25-T32,283.90,severe_wet_afternoon,8.92,true,false,9.6605,true,231.15,232.07,Offline,0.00,Online,8.00,8.00,2271.20,
843,2026-06-18T13:00:00+00:00,2026-06-18T13:30:00+00:00,18,T27,T25-T32,283.90,severe_wet_afternoon,9.13,false,false,9.5573,true,232.07,233.20,Offline,0.00,Online,8.00,8.00,2271.20,
844,2026-06-18T13:30:00+00:00,2026-06-18T14:00:00+00:00,18,T28,T25-T32,283.90,severe_wet_afternoon,8.56,false,false,9.0667,true,233.20,229.76,Offline,0.00,Online,12.00,12.00,3406.80,
845,2026-06-18T14:00:00+00:00,2026-06-18T14:30:00+00:00,18,T29,T25-T32,283.90,severe_wet_afternoon,9.23,false,false,9.6762,true,229.76,226.99,Offline,0.00,Online,12.00,12.00,3406.80,
846,2026-06-18T14:30:00+00:00,2026-06-18T15:00:00+00:00,18,T30,T25-T32,283.90,severe_wet_afternoon,8.76,false,false,8.7801,true,226.99,231.75,Offline,0.00,Online,4.00,4.00,1135.60,
847,2026-06-18T15:00:00+00:00,2026-06-18T15:30:00+00:00,18,T31,T25-T32,283.90,severe_wet_afternoon,9.26,false,false,9.5085,true,231.75,229.01,Offline,0.00,Online,12.00,12.00,3406.80,
848,2026-06-18T15:30:00+00:00,2026-06-18T16:00:00+00:00,18,T32,T25-T32,283.90,severe_wet_afternoon,9.13,false,false,9.5624,true,229.01,230.14,Offline,0.00,Online,8.00,8.00,2271.20,
849,2026-06-18T16:00:00+00:00,2026-06-18T16:30:00+00:00,18,T33,T33-T40,302.47,severe_wet_afternoon,12.67,false,false,13.1204,true,230.14,230.81,Offline,0.00,Online,12.00,12.00,3629.64,
850,2026-06-18T16:30:00+00:00,2026-06-18T17:00:00+00:00,18,T34,T33-T40,302.47,severe_wet_afternoon,12.68,false,false,12.7499,true,230.81,231.49,Offline,0.00,Online,12.00,12.00,3629.64,
851,2026-06-18T17:00:00+00:00,2026-06-18T17:30:00+00:00,18,T35,T33-T40,302.47,severe_wet_afternoon,12.49,false,false,13.5927,true,231.49,227.98,Offline,0.00,Online,16.00,16.00,4839.52,
852,2026-06-18T17:30:00+00:00,2026-06-18T18:00:00+00:00,18,T36,T33-T40,302.47,severe_wet_afternoon,12.19,false,false,12.3992,true,227.98,228.17,Offline,0.00,Online,12.00,12.00,3629.64,
853,2026-06-18T18:00:00+00:00,2026-06-18T18:30:00+00:00,18,T37,T33-T40,302.47,severe_wet_afternoon,12.42,false,false,13.6290,true,228.17,228.59,Offline,0.00,Online,12.00,12.00,3629.64,
854,2026-06-18T18:30:00+00:00,2026-06-18T19:00:00+00:00,18,T38,T33-T40,302.47,severe_wet_afternoon,12.20,false,false,12.2367,true,228.59,228.79,Offline,0.00,Online,12.00,12.00,3629.64,
855,2026-06-18T19:00:00+00:00,2026-06-18T19:30:00+00:00,18,T39,T33-T40,302.47,severe_wet_afternoon,5.09,false,false,5.3852,true,228.79,225.88,Offline,0.00,Online,8.00,8.00,2419.76,
856,2026-06-18T19:30:00+00:00,2026-06-18T20:00:00+00:00,18,T40,T33-T40,302.47,severe_wet_afternoon,4.87,false,false,4.8962,true,225.88,226.75,Offline,0.00,Online,4.00,4.00,1209.88,
857,2026-06-18T20:00:00+00:00,2026-06-18T20:30:00+00:00,18,T41,T41-T48,277.06,severe_wet_afternoon,4.90,false,false,5.3667,true,226.75,227.65,Offline,0.00,Online,4.00,4.00,1108.24,
858,2026-06-18T20:30:00+00:00,2026-06-18T21:00:00+00:00,18,T42,T41-T48,277.06,severe_wet_afternoon,5.05,false,false,5.1212,true,227.65,224.70,Offline,0.00,Online,8.00,8.00,2216.48,
859,2026-06-18T21:00:00+00:00,2026-06-18T21:30:00+00:00,18,T43,T41-T48,277.06,severe_wet_afternoon,4.90,false,false,5.1039,true,224.70,225.60,Offline,0.00,Online,4.00,4.00,1108.24,
860,2026-06-18T21:30:00+00:00,2026-06-18T22:00:00+00:00,18,T44,T41-T48,277.06,severe_wet_afternoon,2.35,false,false,2.5078,true,225.60,223.95,Offline,0.00,Online,4.00,4.00,1108.24,
861,2026-06-18T22:00:00+00:00,2026-06-18T22:30:00+00:00,18,T45,T41-T48,277.06,severe_wet_afternoon,2.39,false,false,2.6240,true,223.95,226.34,Offline,0.00,Online,0.00,0.00,0.00,
862,2026-06-18T22:30:00+00:00,2026-06-18T23:00:00+00:00,18,T46,T41-T48,277.06,severe_wet_afternoon,2.68,false,false,2.8677,true,226.34,225.02,Offline,0.00,Online,4.00,4.00,1108.24,
863,2026-06-18T23:00:00+00:00,2026-06-18T23:30:00+00:00,18,T47,T41-T48,277.06,severe_wet_afternoon,2.38,false,false,2.4570,true,225.02,223.40,Offline,0.00,Online,4.00,4.00,1108.24,
864,2026-06-18T23:30:00+00:00,2026-06-19T00:00:00+00:00,18,T48,T41-T48,277.06,severe_wet_afternoon,2.62,false,false,2.7916,true,223.40,226.02,Offline,0.00,Online,0.00,0.00,0.00,
