tick,timestamp,interval_end,day,time_period,tariff_band,tariff,weather_pattern,inflow,p1_out_of_action,p2_out_of_action,feasible,starting_volume,ending_volume,p1_status,p1_rate,p2_status,p2_rate,pumped_volume,energy_cost,warnings
145,2026-06-04T00:00:00+00:00,2026-06-04T00:30:00+00:00,4,T1,T1-T8,228.42,wet,2.23,true,false,true,231.69,233.92,Offline,0.00,Online,0.00,0.00,0.00,
146,2026-06-04T00:30:00+00:00,2026-06-04T01:00:00+00:00,4,T2,T1-T8,228.42,wet,2.51,true,false,true,233.92,232.43,Offline,0.00,Online,4.00,4.00,913.68,
147,2026-06-04T01:00:00+00:00,2026-06-04T01:30:00+00:00,4,T3,T1-T8,228.42,wet,2.34,true,false,true,232.43,234.77,Offline,0.00,Online,0.00,0.00,0.00,
148,2026-06-04T01:30:00+00:00,2026-06-04T02:00:00+00:00,4,T4,T1-T8,228.42,wet,2.38,true,false,true,234.77,233.15,Offline,0.00,Online,4.00,4.00,913.68,
149,2026-06-04T02:00:00+00:00,2026-06-04T02:30:00+00:00,4,T5,T1-T8,228.42,wet,2.25,false,false,true,233.15,231.40,Offline,0.00,Online,4.00,4.00,913.68,
150,2026-06-04T02:30:00+00:00,2026-06-04T03:00:00+00:00,4,T6,T1-T8,228.42,wet,2.11,false,false,true,231.40,233.51,Offline,0.00,Online,0.00,0.00,0.00,
151,2026-06-04T03:00:00+00:00,2026-06-04T03:30:00+00:00,4,T7,T1-T8,228.42,wet,2.16,false,false,true,233.51,227.67,Offline,0.00,Online,8.00,8.00,1827.36,
152,2026-06-04T03:30:00+00:00,2026-06-04T04:00:00+00:00,4,T8,T1-T8,228.42,wet,2.37,false,false,true,227.67,222.04,Offline,0.00,Online,8.00,8.00,1827.36,
153,2026-06-04T04:00:00+00:00,2026-06-04T04:30:00+00:00,4,T9,T9-T16,257.37,wet,2.19,false,false,true,222.04,224.23,Offline,0.00,Online,0.00,0.00,0.00,
154,2026-06-04T04:30:00+00:00,2026-06-04T05:00:00+00:00,4,T10,T9-T16,257.37,wet,2.19,false,false,true,224.23,226.42,Offline,0.00,Online,0.00,0.00,0.00,
155,2026-06-04T05:00:00+00:00,2026-06-04T05:30:00+00:00,4,T11,T9-T16,257.37,wet,2.16,false,false,true,226.42,228.58,Offline,0.00,Online,0.00,0.00,0.00,
156,2026-06-04T05:30:00+00:00,2026-06-04T06:00:00+00:00,4,T12,T9-T16,257.37,wet,5.07,false,false,true,228.58,233.65,Offline,0.00,Online,0.00,0.00,0.00,
157,2026-06-04T06:00:00+00:00,2026-06-04T06:30:00+00:00,4,T13,T9-T16,257.37,wet,5.15,false,false,true,233.65,230.80,Offline,0.00,Online,8.00,8.00,2058.96,
158,2026-06-04T06:30:00+00:00,2026-06-04T07:00:00+00:00,4,T14,T9-T16,257.37,wet,5.09,true,false,true,230.80,231.89,Offline,0.00,Online,4.00,4.00,1029.48,
159,2026-06-04T07:00:00+00:00,2026-06-04T07:30:00+00:00,4,T15,T9-T16,257.37,wet,5.56,true,false,true,231.89,233.45,Offline,0.00,Online,4.00,4.00,1029.48,
160,2026-06-04T07:30:00+00:00,2026-06-04T08:00:00+00:00,4,T16,T9-T16,257.37,wet,5.07,true,false,true,233.45,222.52,Offline,0.00,Online,16.00,16.00,4117.92,
161,2026-06-04T08:00:00+00:00,2026-06-04T08:30:00+00:00,4,T17,T17-T24,282.66,wet,5.16,true,false,true,222.52,227.68,Offline,0.00,Online,0.00,0.00,0.00,
162,2026-06-04T08:30:00+00:00,2026-06-04T09:00:00+00:00,4,T18,T17-T24,282.66,wet,5.13,true,false,true,227.68,232.81,Offline,0.00,Online,0.00,0.00,0.00,
163,2026-06-04T09:00:00+00:00,2026-06-04T09:30:00+00:00,4,T19,T17-T24,282.66,wet,5.55,true,false,true,232.81,234.36,Offline,0.00,Online,4.00,4.00,1130.64,
164,2026-06-04T09:30:00+00:00,2026-06-04T10:00:00+00:00,4,T20,T17-T24,282.66,wet,5.16,true,false,true,234.36,231.52,Offline,0.00,Online,8.00,8.00,2261.28,
165,2026-06-04T10:00:00+00:00,2026-06-04T10:30:00+00:00,4,T21,T17-T24,282.66,wet,5.40,true,false,true,231.52,232.92,Offline,0.00,Online,4.00,4.00,1130.64,
166,2026-06-04T10:30:00+00:00,2026-06-04T11:00:00+00:00,4,T22,T17-T24,282.66,wet,3.44,true,false,true,232.92,232.36,Offline,0.00,Online,4.00,4.00,1130.64,
167,2026-06-04T11:00:00+00:00,2026-06-04T11:30:00+00:00,4,T23,T17-T24,282.66,wet,3.39,true,false,true,232.36,231.75,Offline,0.00,Online,4.00,4.00,1130.64,
168,2026-06-04T11:30:00+00:00,2026-06-04T12:00:00+00:00,4,T24,T17-T24,282.66,wet,3.37,true,false,true,231.75,231.12,Offline,0.00,Online,4.00,4.00,1130.64,
169,2026-06-04T12:00:00+00:00,2026-06-04T12:30:00+00:00,4,T25,T25-T32,283.90,wet,3.55,true,false,true,231.12,234.67,Offline,0.00,Online,0.00,0.00,0.00,
170,2026-06-04T12:30:00+00:00,2026-06-04T13:00:00+00:00,4,T26,T25-T32,283.90,wet,3.66,true,false,true,234.67,234.33,Offline,0.00,Online,4.00,4.00,1135.60,
171,2026-06-04T13:00:00+00:00,2026-06-04T13:30:00+00:00,4,T27,T25-T32,283.90,wet,3.32,true,false,true,234.33,233.65,Offline,0.00,Online,4.00,4.00,1135.60,
172,2026-06-04T13:30:00+00:00,2026-06-04T14:00:00+00:00,4,T28,T25-T32,283.90,wet,3.62,false,false,true,233.65,233.27,Offline,0.00,Online,4.00,4.00,1135.60,
173,2026-06-04T14:00:00+00:00,2026-06-04T14:30:00+00:00,4,T29,T25-T32,283.90,wet,3.29,false,false,true,233.27,232.56,Offline,0.00,Online,4.00,4.00,1135.60,
174,2026-06-04T14:30:00+00:00,2026-06-04T15:00:00+00:00,4,T30,T25-T32,283.90,wet,3.23,false,false,true,232.56,231.79,Offline,0.00,Online,4.00,4.00,1135.60,
175,2026-06-04T15:00:00+00:00,2026-06-04T15:30:00+00:00,4,T31,T25-T32,283.90,wet,3.15,false,false,true,231.79,234.94,Offline,0.00,Online,0.00,0.00,0.00,
176,2026-06-04T15:30:00+00:00,2026-06-04T16:00:00+00:00,4,T32,T25-T32,283.90,wet,3.56,false,false,true,234.94,226.50,Offline,0.00,Online,12.00,12.00,3406.80,
177,2026-06-04T16:00:00+00:00,2026-06-04T16:30:00+00:00,4,T33,T33-T40,302.47,wet,5.84,false,false,true,226.50,232.34,Offline,0.00,Online,0.00,0.00,0.00,
178,2026-06-04T16:30:00+00:00,2026-06-04T17:00:00+00:00,4,T34,T33-T40,302.47,wet,5.80,false,false,true,232.34,230.14,Offline,0.00,Online,8.00,8.00,2419.76,
179,2026-06-04T17:00:00+00:00,2026-06-04T17:30:00+00:00,4,T35,T33-T40,302.47,wet,5.46,false,false,true,230.14,231.60,Offline,0.00,Online,4.00,4.00,1209.88,
180,2026-06-04T17:30:00+00:00,2026-06-04T18:00:00+00:00,4,T36,T33-T40,302.47,wet,6.00,false,false,true,231.60,229.60,Offline,0.00,Online,8.00,8.00,2419.76,
181,2026-06-04T18:00:00+00:00,2026-06-04T18:30:00+00:00,4,T37,T33-T40,302.47,wet,6.00,false,false,true,229.60,231.60,Offline,0.00,Online,4.00,4.00,1209.88,
182,2026-06-04T18:30:00+00:00,2026-06-04T19:00:00+00:00,4,T38,T33-T40,302.47,wet,5.79,false,false,true,231.60,229.39,Offline,0.00,Online,8.00,8.00,2419.76,
183,2026-06-04T19:00:00+00:00,2026-06-04T19:30:00+00:00,4,T39,T33-T40,302.47,wet,5.94,false,false,true,229.39,231.33,Offline,0.00,Online,4.00,4.00,1209.88,
184,2026-06-04T19:30:00+00:00,2026-06-04T20:00:00+00:00,4,T40,T33-T40,302.47,wet,5.62,false,false,true,231.33,232.95,Offline,0.00,Online,4.00,4.00,1209.88,
185,2026-06-04T20:00:00+00:00,2026-06-04T20:30:00+00:00,4,T41,T41-T48,277.06,wet,5.78,false,false,true,232.95,230.73,Offline,0.00,Online,8.00,8.00,2216.48,
186,2026-06-04T20:30:00+00:00,2026-06-04T21:00:00+00:00,4,T42,T41-T48,277.06,wet,5.56,false,false,true,230.73,228.29,Offline,0.00,Online,8.00,8.00,2216.48,
187,2026-06-04T21:00:00+00:00,2026-06-04T21:30:00+00:00,4,T43,T41-T48,277.06,wet,5.50,false,false,true,228.29,233.79,Offline,0.00,Online,0.00,0.00,0.00,
188,2026-06-04T21:30:00+00:00,2026-06-04T22:00:00+00:00,4,T44,T41-T48,277.06,wet,2.64,false,false,true,233.79,228.43,Offline,0.00,Online,8.00,8.00,2216.48,
189,2026-06-04T22:00:00+00:00,2026-06-04T22:30:00+00:00,4,T45,T41-T48,277.06,wet,2.74,false,false,true,228.43,231.17,Offline,0.00,Online,0.00,0.00,0.00,
190,2026-06-04T22:30:00+00:00,2026-06-04T23:00:00+00:00,4,T46,T41-T48,277.06,wet,2.47,false,false,true,231.17,233.64,Offline,0.00,Online,0.00,0.00,0.00,
191,2026-06-04T23:00:00+00:00,2026-06-04T23:30:00+00:00,4,T47,T41-T48,277.06,wet,2.27,false,false,true,233.64,231.91,Offline,0.00,Online,4.00,4.00,1108.24,
192,2026-06-04T23:30:00+00:00,2026-06-05T00:00:00+00:00,4,T48,T41-T48,277.06,wet,2.61,false,false,true,231.91,234.52,Offline,0.00,Online,0.00,0.00,0.00,
193,2026-06-05T00:00:00+00:00,2026-06-05T00:30:00+00:00,5,T1,T1-T8,228.42,severe_wet_afternoon,2.52,false,false,true,234.52,233.04,Online,0.00,Online,4.00,4.00,913.68,
194,2026-06-05T00:30:00+00:00,2026-06-05T01:00:00+00:00,5,T2,T1-T8,228.42,severe_wet_afternoon,2.31,false,true,true,233.04,231.35,Online,4.00,Offline,0.00,4.00,913.68,
195,2026-06-05T01:00:00+00:00,2026-06-05T01:30:00+00:00,5,T3,T1-T8,228.42,severe_wet_afternoon,2.12,false,true,true,231.35,233.47,Online,0.00,Offline,0.00,0.00,0.00,
196,2026-06-05T01:30:00+00:00,2026-06-05T02:00:00+00:00,5,T4,T1-T8,228.42,severe_wet_afternoon,2.41,false,true,true,233.47,231.88,Online,4.00,Offline,0.00,4.00,913.68,
197,2026-06-05T02:00:00+00:00,2026-06-05T02:30:00+00:00,5,T5,T1-T8,228.42,severe_wet_afternoon,2.46,false,true,true,231.88,234.34,Online,0.00,Offline,0.00,0.00,0.00,
198,2026-06-05T02:30:00+00:00,2026-06-05T03:00:00+00:00,5,T6,T1-T8,228.42,severe_wet_afternoon,2.21,false,false,true,234.34,232.55,Online,4.00,Offline,0.00,4.00,913.68,
199,2026-06-05T03:00:00+00:00,2026-06-05T03:30:00+00:00,5,T7,T1-T8,228.42,severe_wet_afternoon,2.23,false,false,true,232.55,234.78,Online,0.00,Offline,0.00,0.00,0.00,
200,2026-06-05T03:30:00+00:00,2026-06-05T04:00:00+00:00,5,T8,T1-T8,228.42,severe_wet_afternoon,2.06,false,false,true,234.78,224.84,Online,12.00,Offline,0.00,12.00,2741.04,
201,2026-06-05T04:00:00+00:00,2026-06-05T04:30:00+00:00,5,T9,T9-T16,257.37,severe_wet_afternoon,2.17,false,false,true,224.84,227.01,Online,0.00,Offline,0.00,0.00,0.00,
202,2026-06-05T04:30:00+00:00,2026-06-05T05:00:00+00:00,5,T10,T9-T16,257.37,severe_wet_afternoon,2.45,false,false,true,227.01,229.46,Online,0.00,Offline,0.00,0.00,0.00,
203,2026-06-05T05:00:00+00:00,2026-06-05T05:30:00+00:00,5,T11,T9-T16,257.37,severe_wet_afternoon,2.19,false,false,true,229.46,231.65,Online,0.00,Offline,0.00,0.00,0.00,
204,2026-06-05T05:30:00+00:00,2026-06-05T06:00:00+00:00,5,T12,T9-T16,257.37,severe_wet_afternoon,4.75,false,false,true,231.65,232.40,Online,4.00,Offline,0.00,4.00,1029.48,
205,2026-06-05T06:00:00+00:00,2026-06-05T06:30:00+00:00,5,T13,T9-T16,257.37,severe_wet_afternoon,4.92,false,false,true,232.40,233.32,Online,4.00,Offline,0.00,4.00,1029.48,
206,2026-06-05T06:30:00+00:00,2026-06-05T07:00:00+00:00,5,T14,T9-T16,257.37,severe_wet_afternoon,4.69,false,false,true,233.32,234.01,Online,4.00,Offline,0.00,4.00,1029.48,
207,2026-06-05T07:00:00+00:00,2026-06-05T07:30:00+00:00,5,T15,T9-T16,257.37,severe_wet_afternoon,4.78,false,false,true,234.01,230.79,Online,8.00,Offline,0.00,8.00,2058.96,
208,2026-06-05T07:30:00+00:00,2026-06-05T08:00:00+00:00,5,T16,T9-T16,257.37,severe_wet_afternoon,4.80,false,false,true,230.79,227.59,Online,8.00,Offline,0.00,8.00,2058.96,
209,2026-06-05T08:00:00+00:00,2026-06-05T08:30:00+00:00,5,T17,T17-T24,282.66,severe_wet_afternoon,4.69,false,false,true,227.59,232.28,Online,0.00,Offline,0.00,0.00,0.00,
210,2026-06-05T08:30:00+00:00,2026-06-05T09:00:00+00:00,5,T18,T17-T24,282.66,severe_wet_afternoon,4.53,false,false,true,232.28,232.81,Online,4.00,Offline,0.00,4.00,1130.64,
211,2026-06-05T09:00:00+00:00,2026-06-05T09:30:00+00:00,5,T19,T17-T24,282.66,severe_wet_afternoon,4.99,false,false,true,232.81,233.80,Online,4.00,Offline,0.00,4.00,1130.64,
212,2026-06-05T09:30:00+00:00,2026-06-05T10:00:00+00:00,5,T20,T17-T24,282.66,severe_wet_afternoon,4.90,false,false,true,233.80,234.70,Online,4.00,Offline,0.00,4.00,1130.64,
213,2026-06-05T10:00:00+00:00,2026-06-05T10:30:00+00:00,5,T21,T17-T24,282.66,severe_wet_afternoon,4.48,false,false,true,234.70,231.18,Online,8.00,Offline,0.00,8.00,2261.28,
214,2026-06-05T10:30:00+00:00,2026-06-05T11:00:00+00:00,5,T22,T17-T24,282.66,severe_wet_afternoon,3.12,false,false,true,231.18,234.30,Online,0.00,Offline,0.00,0.00,0.00,
215,2026-06-05T11:00:00+00:00,2026-06-05T11:30:00+00:00,5,T23,T17-T24,282.66,severe_wet_afternoon,3.04,false,false,true,234.30,233.34,Online,4.00,Offline,0.00,4.00,1130.64,
216,2026-06-05T11:30:00+00:00,2026-06-05T12:00:00+00:00,5,T24,T17-T24,282.66,severe_wet_afternoon,9.11,false,false,true,233.34,234.45,Online,8.00,Offline,0.00,8.00,2261.28,
217,2026-06-05T12:00:00+00:00,2026-06-05T12:30:00+00:00,5,T25,T25-T32,283.90,severe_wet_afternoon,9.20,false,false,true,234.45,231.65,Online,12.00,Offline,0.00,12.00,3406.80,
218,2026-06-05T12:30:00+00:00,2026-06-05T13:00:00+00:00,5,T26,T25-T32,283.90,severe_wet_afternoon,8.52,false,false,true,231.65,228.17,Online,12.00,Offline,0.00,12.00,3406.80,
219,2026-06-05T13:00:00+00:00,2026-06-05T13:30:00+00:00,5,T27,T25-T32,283.90,severe_wet_afternoon,8.88,false,false,true,228.17,233.05,Online,4.00,Offline,0.00,4.00,1135.60,
220,2026-06-05T13:30:00+00:00,2026-06-05T14:00:00+00:00,5,T28,T25-T32,283.90,severe_wet_afternoon,8.57,false,false,true,233.05,233.62,Online,8.00,Offline,0.00,8.00,2271.20,
221,2026-06-05T14:00:00+00:00,2026-06-05T14:30:00+00:00,5,T29,T25-T32,283.90,severe_wet_afternoon,8.87,false,false,true,233.62,230.49,Online,12.00,Offline,0.00,12.00,3406.80,
222,2026-06-05T14:30:00+00:00,2026-06-05T15:00:00+00:00,5,T30,T25-T32,283.90,severe_wet_afternoon,8.86,false,false,true,230.49,227.35,Online,12.00,Offline,0.00,12.00,3406.80,
223,2026-06-05T15:00:00+00:00,2026-06-05T15:30:00+00:00,5,T31,T25-T32,283.90,severe_wet_afternoon,8.74,false,false,true,227.35,232.09,Online,4.00,Offline,0.00,4.00,1135.60,
224,2026-06-05T15:30:00+00:00,2026-06-05T16:00:00+00:00,5,T32,T25-T32,283.90,severe_wet_afternoon,9.20,false,false,true,232.09,229.29,Online,12.00,Offline,0.00,12.00,3406.80,
225,2026-06-05T16:00:00+00:00,2026-06-05T16:30:00+00:00,5,T33,T33-T40,302.47,severe_wet_afternoon,12.61,false,false,true,229.29,233.90,Online,8.00,Offline,0.00,8.00,2419.76,
226,2026-06-05T16:30:00+00:00,2026-06-05T17:00:00+00:00,5,T34,T33-T40,302.47,severe_wet_afternoon,12.17,false,false,true,233.90,234.07,Online,12.00,Offline,0.00,12.00,3629.64,
227,2026-06-05T17:00:00+00:00,2026-06-05T17:30:00+00:00,5,T35,T33-T40,302.47,severe_wet_afternoon,12.52,false,false,true,234.07,234.59,Online,12.00,Offline,0.00,12.00,3629.64,
228,2026-06-05T17:30:00+00:00,2026-06-05T18:00:00+00:00,5,T36,T33-T40,302.47,severe_wet_afternoon,12.19,false,false,true,234.59,234.78,Online,12.00,Offline,0.00,12.00,3629.64,
229,2026-06-05T18:00:00+00:00,2026-06-05T18:30:00+00:00,5,T37,T33-T40,302.47,severe_wet_afternoon,11.94,false,false,true,234.78,234.72,Online,12.00,Offline,0.00,12.00,3629.64,
230,2026-06-05T18:30:00+00:00,2026-06-05T19:00:00+00:00,5,T38,T33-T40,302.47,severe_wet_afternoon,12.14,false,false,true,234.72,230.86,Online,16.00,Offline,0.00,16.00,4839.52,
231,2026-06-05T19:00:00+00:00,2026-06-05T19:30:00+00:00,5,T39,T33-T40,302.47,severe_wet_afternoon,4.91,false,false,true,230.86,231.77,Online,4.00,Offline,0.00,4.00,1209.88,
232,2026-06-05T19:30:00+00:00,2026-06-05T20:00:00+00:00,5,T40,T33-T40,302.47,severe_wet_afternoon,5.34,false,false,true,231.77,233.11,Online,4.00,Offline,0.00,4.00,1209.88,
233,2026-06-05T20:00:00+00:00,2026-06-05T20:30:00+00:00,5,T41,T41-T48,277.06,severe_wet_afternoon,5.04,false,false,true,233.11,234.15,Online,4.00,Offline,0.00,4.00,1108.24,
234,2026-06-05T20:30:00+00:00,2026-06-05T21:00:00+00:00,5,T42,T41-T48,277.06,severe_wet_afternoon,5.15,false,false,true,234.15,231.30,Online,8.00,Offline,0.00,8.00,2216.48,
235,2026-06-05T21:00:00+00:00,2026-06-05T21:30:00+00:00,5,T43,T41-T48,277.06,severe_wet_afternoon,5.32,false,false,true,231.30,232.62,Online,4.00,Offline,0.00,4.00,1108.24,
236,2026-06-05T21:30:00+00:00,2026-06-05T22:00:00+00:00,5,T44,T41-T48,277.06,severe_wet_afternoon,2.50,false,false,true,232.62,231.12,Online,4.00,Offline,0.00,4.00,1108.24,
237,2026-06-05T22:00:00+00:00,2026-06-05T22:30:00+00:00,5,T45,T41-T48,277.06,severe_wet_afternoon,2.43,false,false,true,231.12,233.55,Online,0.00,Offline,0.00,0.00,0.00,
238,2026-06-05T22:30:00+00:00,2026-06-05T23:00:00+00:00,5,T46,T41-T48,277.06,severe_wet_afternoon,2.19,false,false,true,233.55,231.74,Online,4.00,Offline,0.00,4.00,1108.24,
239,2026-06-05T23:00:00+00:00,2026-06-05T23:30:00+00:00,5,T47,T41-T48,277.06,severe_wet_afternoon,2.41,false,false,true,231.74,234.15,Online,0.00,Offline,0.00,0.00,0.00,
240,2026-06-05T23:30:00+00:00,2026-06-06T00:00:00+00:00,5,T48,T41-T48,277.06,severe_wet_afternoon,2.26,false,false,true,234.15,232.41,Online,4.00,Offline,0.00,4.00,1108.24,
241,2026-06-06T00:00:00+00:00,2026-06-06T00:30:00+00:00,6,T1,T1-T8,228.42,extreme_dry,0.25,false,false,true,232.41,232.66,Online,0.00,Offline,0.00,0.00,0.00,
242,2026-06-06T00:30:00+00:00,2026-06-06T01:00:00+00:00,6,T2,T1-T8,228.42,extreme_dry,0.05,false,false,true,232.66,232.71,Online,0.00,Offline,0.00,0.00,0.00,
243,2026-06-06T01:00:00+00:00,2026-06-06T01:30:00+00:00,6,T3,T1-T8,228.42,extreme_dry,0.05,false,false,true,232.71,232.76,Online,0.00,Offline,0.00,0.00,0.00,
244,2026-06-06T01:30:00+00:00,2026-06-06T02:00:00+00:00,6,T4,T1-T8,228.42,extreme_dry,0.14,false,false,true,232.76,232.90,Online,0.00,Offline,0.00,0.00,0.00,
245,2026-06-06T02:00:00+00:00,2026-06-06T02:30:00+00:00,6,T5,T1-T8,228.42,extreme_dry,0.05,false,false,true,232.90,232.95,Online,0.00,Offline,0.00,0.00,0.00,
246,2026-06-06T02:30:00+00:00,2026-06-06T03:00:00+00:00,6,T6,T1-T8,228.42,extreme_dry,0.15,false,false,true,232.95,233.10,Online,0.00,Offline,0.00,0.00,0.00,
247,2026-06-06T03:00:00+00:00,2026-06-06T03:30:00+00:00,6,T7,T1-T8,228.42,extreme_dry,0.16,false,false,true,233.10,233.26,Online,0.00,Offline,0.00,0.00,0.00,
248,2026-06-06T03:30:00+00:00,2026-06-06T04:00:00+00:00,6,T8,T1-T8,228.42,extreme_dry,0.06,false,false,true,233.26,225.32,Online,8.00,Offline,0.00,8.00,1827.36,
249,2026-06-06T04:00:00+00:00,2026-06-06T04:30:00+00:00,6,T9,T9-T16,257.37,extreme_dry,0.12,false,false,true,225.32,225.44,Online,0.00,Offline,0.00,0.00,0.00,
250,2026-06-06T04:30:00+00:00,2026-06-06T05:00:00+00:00,6,T10,T9-T16,257.37,extreme_dry,0.27,false,false,true,225.44,225.71,Online,0.00,Offline,0.00,0.00,0.00,
251,2026-06-06T05:00:00+00:00,2026-06-06T05:30:00+00:00,6,T11,T9-T16,257.37,extreme_dry,0.15,false,false,true,225.71,225.86,Online,0.00,Offline,0.00,0.00,0.00,
252,2026-06-06T05:30:00+00:00,2026-06-06T06:00:00+00:00,6,T12,T9-T16,257.37,extreme_dry,0.65,false,false,true,225.86,226.51,Online,0.00,Offline,0.00,0.00,0.00,
253,2026-06-06T06:00:00+00:00,2026-06-06T06:30:00+00:00,6,T13,T9-T16,257.37,extreme_dry,0.69,false,false,true,226.51,227.20,Online,0.00,Offline,0.00,0.00,0.00,
254,2026-06-06T06:30:00+00:00,2026-06-06T07:00:00+00:00,6,T14,T9-T16,257.37,extreme_dry,0.72,false,false,true,227.20,227.92,Online,0.00,Offline,0.00,0.00,0.00,
255,2026-06-06T07:00:00+00:00,2026-06-06T07:30:00+00:00,6,T15,T9-T16,257.37,extreme_dry,0.47,false,false,true,227.92,228.39,Online,0.00,Offline,0.00,0.00,0.00,
256,2026-06-06T07:30:00+00:00,2026-06-06T08:00:00+00:00,6,T16,T9-T16,257.37,extreme_dry,0.53,false,false,true,228.39,228.92,Online,0.00,Offline,0.00,0.00,0.00,
257,2026-06-06T08:00:00+00:00,2026-06-06T08:30:00+00:00,6,T17,T17-T24,282.66,extreme_dry,0.46,false,false,true,228.92,229.38,Online,0.00,Offline,0.00,0.00,0.00,
258,2026-06-06T08:30:00+00:00,2026-06-06T09:00:00+00:00,6,T18,T17-T24,282.66,extreme_dry,0.66,false,false,true,229.38,230.04,Online,0.00,Offline,0.00,0.00,0.00,
259,2026-06-06T09:00:00+00:00,2026-06-06T09:30:00+00:00,6,T19,T17-T24,282.66,extreme_dry,0.70,false,false,true,230.04,230.74,Online,0.00,Offline,0.00,0.00,0.00,
260,2026-06-06T09:30:00+00:00,2026-06-06T10:00:00+00:00,6,T20,T17-T24,282.66,extreme_dry,0.49,false,false,true,230.74,231.23,Online,0.00,Offline,0.00,0.00,0.00,
261,2026-06-06T10:00:00+00:00,2026-06-06T10:30:00+00:00,6,T21,T17-T24,282.66,extreme_dry,0.62,false,false,true,231.23,231.85,Online,0.00,Offline,0.00,0.00,0.00,
262,2026-06-06T10:30:00+00:00,2026-06-06T11:00:00+00:00,6,T22,T17-T24,282.66,extreme_dry,0.24,false,false,true,231.85,232.09,Online,0.00,Offline,0.00,0.00,0.00,
263,2026-06-06T11:00:00+00:00,2026-06-06T11:30:00+00:00,6,T23,T17-T24,282.66,extreme_dry,0.34,false,false,true,232.09,232.43,Online,0.00,Offline,0.00,0.00,0.00,
264,2026-06-06T11:30:00+00:00,2026-06-06T12:00:00+00:00,6,T24,T17-T24,282.66,extreme_dry,0.19,false,false,true,232.43,232.62,Online,0.00,Offline,0.00,0.00,0.00,
265,2026-06-06T12:00:00+00:00,2026-06-06T12:30:00+00:00,6,T25,T25-T32,283.90,extreme_dry,0.32,false,false,true,232.62,232.94,Online,0.00,Offline,0.00,0.00,0.00,
266,2026-06-06T12:30:00+00:00,2026-06-06T13:00:00+00:00,6,T26,T25-T32,283.90,extreme_dry,0.28,false,false,true,232.94,233.22,Online,0.00,Offline,0.00,0.00,0.00,
267,2026-06-06T13:00:00+00:00,2026-06-06T13:30:00+00:00,6,T27,T25-T32,283.90,extreme_dry,0.19,false,false,true,233.22,233.41,Online,0.00,Offline,0.00,0.00,0.00,
268,2026-06-06T13:30:00+00:00,2026-06-06T14:00:00+00:00,6,T28,T25-T32,283.90,extreme_dry,0.36,false,false,true,233.41,233.77,Online,0.00,Offline,0.00,0.00,0.00,
269,2026-06-06T14:00:00+00:00,2026-06-06T14:30:00+00:00,6,T29,T25-T32,283.90,extreme_dry,0.46,false,false,true,233.77,234.23,Online,0.00,Offline,0.00,0.00,0.00,
270,2026-06-06T14:30:00+00:00,2026-06-06T15:00:00+00:00,6,T30,T25-T32,283.90,extreme_dry,0.44,false,false,true,234.23,234.67,Online,0.00,Offline,0.00,0.00,0.00,
271,2026-06-06T15:00:00+00:00,2026-06-06T15:30:00+00:00,6,T31,T25-T32,283.90,extreme_dry,0.18,false,false,true,234.67,234.85,Online,0.00,Offline,0.00,0.00,0.00,
272,2026-06-06T15:30:00+00:00,2026-06-06T16:00:00+00:00,6,T32,T25-T32,283.90,extreme_dry,0.39,false,false,true,234.85,227.24,Online,8.00,Offline,0.00,8.00,2271.20,
273,2026-06-06T16:00:00+00:00,2026-06-06T16:30:00+00:00,6,T33,T33-T40,302.47,extreme_dry,0.76,false,false,true,227.24,228.00,Online,0.00,Offline,0.00,0.00,0.00,
274,2026-06-06T16:30:00+00:00,2026-06-06T17:00:00+00:00,6,T34,T33-T40,302.47,extreme_dry,0.56,false,false,true,228.00,228.56,Online,0.00,Offline,0.00,0.00,0.00,
275,2026-06-06T17:00:00+00:00,2026-06-06T17:30:00+00:00,6,T35,T33-T40,302.47,extreme_dry,0.80,false,false,true,228.56,229.36,Online,0.00,Offline,0.00,0.00,0.00,
276,2026-06-06T17:30:00+00:00,2026-06-06T18:00:00+00:00,6,T36,T33-T40,302.47,extreme_dry,0.51,false,false,true,229.36,229.87,Online,0.00,Offline,0.00,0.00,0.00,
277,2026-06-06T18:00:00+00:00,2026-06-06T18:30:00+00:00,6,T37,T33-T40,302.47,extreme_dry,0.53,false,false,true,229.87,230.40,Online,0.00,Offline,0.00,0.00,0.00,
278,2026-06-06T18:30:00+00:00,2026-06-06T19:00:00+00:00,6,T38,T33-T40,302.47,extreme_dry,0.58,false,false,true,230.40,230.98,Online,0.00,Offline,0.00,0.00,0.00,
279,2026-06-06T19:00:00+00:00,2026-06-06T19:30:00+00:00,6,T39,T33-T40,302.47,extreme_dry,0.77,false,false,true,230.98,231.75,Online,0.00,Offline,0.00,0.00,0.00,
280,2026-06-06T19:30:00+00:00,2026-06-06T20:00:00+00:00,6,T40,T33-T40,302.47,extreme_dry,0.52,false,false,true,231.75,232.27,Online,0.00,Offline,0.00,0.00,0.00,
281,2026-06-06T20:00:00+00:00,2026-06-06T20:30:00+00:00,6,T41,T41-T48,277.06,extreme_dry,0.83,false,false,true,232.27,233.10,Online,0.00,Offline,0.00,0.00,0.00,
282,2026-06-06T20:30:00+00:00,2026-06-06T21:00:00+00:00,6,T42,T41-T48,277.06,extreme_dry,0.69,false,false,true,233.10,233.79,Online,0.00,Offline,0.00,0.00,0.00,
