tick,timestamp,interval_end,day,time_period,tariff_band,tariff,weather_pattern,inflow,p1_out_of_action,p2_out_of_action
433,2026-06-10T00:00:00+00:00,2026-06-10T00:30:00+00:00,10,T1,T1-T8,228.42,wet_multi_day,3.01,false,false
434,2026-06-10T00:30:00+00:00,2026-06-10T01:00:00+00:00,10,T2,T1-T8,228.42,wet_multi_day,2.99,false,false
435,2026-06-10T01:00:00+00:00,2026-06-10T01:30:00+00:00,10,T3,T1-T8,228.42,wet_multi_day,3.11,false,false
436,2026-06-10T01:30:00+00:00,2026-06-10T02:00:00+00:00,10,T4,T1-T8,228.42,wet_multi_day,2.82,false,false
437,2026-06-10T02:00:00+00:00,2026-06-10T02:30:00+00:00,10,T5,T1-T8,228.42,wet_multi_day,2.87,false,false
438,2026-06-10T02:30:00+00:00,2026-06-10T03:00:00+00:00,10,T6,T1-T8,228.42,wet_multi_day,2.74,false,false
439,2026-06-10T03:00:00+00:00,2026-06-10T03:30:00+00:00,10,T7,T1-T8,228.42,wet_multi_day,2.83,false,false
440,2026-06-10T03:30:00+00:00,2026-06-10T04:00:00+00:00,10,T8,T1-T8,228.42,wet_multi_day,3.08,false,false
441,2026-06-10T04:00:00+00:00,2026-06-10T04:30:00+00:00,10,T9,T9-T16,257.37,wet_multi_day,2.97,false,false
442,2026-06-10T04:30:00+00:00,2026-06-10T05:00:00+00:00,10,T10,T9-T16,257.37,wet_multi_day,3.09,false,false
443,2026-06-10T05:00:00+00:00,2026-06-10T05:30:00+00:00,10,T11,T9-T16,257.37,wet_multi_day,3.16,false,false
444,2026-06-10T05:30:00+00:00,2026-06-10T06:00:00+00:00,10,T12,T9-T16,257.37,wet_multi_day,6.09,false,false
445,2026-06-10T06:00:00+00:00,2026-06-10T06:30:00+00:00,10,T13,T9-T16,257.37,wet_multi_day,6.08,false,false
446,2026-06-10T06:30:00+00:00,2026-06-10T07:00:00+00:00,10,T14,T9-T16,257.37,wet_multi_day,6.39,false,false
447,2026-06-10T07:00:00+00:00,2026-06-10T07:30:00+00:00,10,T15,T9-T16,257.37,wet_multi_day,6.54,false,false
448,2026-06-10T07:30:00+00:00,2026-06-10T08:00:00+00:00,10,T16,T9-T16,257.37,wet_multi_day,6.53,false,false
449,2026-06-10T08:00:00+00:00,2026-06-10T08:30:00+00:00,10,T17,T17-T24,282.66,wet_multi_day,6.44,false,false
450,2026-06-10T08:30:00+00:00,2026-06-10T09:00:00+00:00,10,T18,T17-T24,282.66,wet_multi_day,6.43,false,false
451,2026-06-10T09:00:00+00:00,2026-06-10T09:30:00+00:00,10,T19,T17-T24,282.66,wet_multi_day,6.65,false,false
452,2026-06-10T09:30:00+00:00,2026-06-10T10:00:00+00:00,10,T20,T17-T24,282.66,wet_multi_day,6.32,false,false
453,2026-06-10T10:00:00+00:00,2026-06-10T10:30:00+00:00,10,T21,T17-T24,282.66,wet_multi_day,6.47,false,false
454,2026-06-10T10:30:00+00:00,2026-06-10T11:00:00+00:00,10,T22,T17-T24,282.66,wet_multi_day,4.11,false,false
455,2026-06-10T11:00:00+00:00,2026-06-10T11:30:00+00:00,10,T23,T17-T24,282.66,wet_multi_day,4.16,false,false
456,2026-06-10T11:30:00+00:00,2026-06-10T12:00:00+00:00,10,T24,T17-T24,282.66,wet_multi_day,3.85,false,false
457,2026-06-10T12:00:00+00:00,2026-06-10T12:30:00+00:00,10,T25,T25-T32,283.90,wet_multi_day,3.86,false,false
458,2026-06-10T12:30:00+00:00,2026-06-10T13:00:00+00:00,10,T26,T25-T32,283.90,wet_multi_day,4.38,false,false
459,2026-06-10T13:00:00+00:00,2026-06-10T13:30:00+00:00,10,T27,T25-T32,283.90,wet_multi_day,4.33,false,false
460,2026-06-10T13:30:00+00:00,2026-06-10T14:00:00+00:00,10,T28,T25-T32,283.90,wet_multi_day,4.07,false,false
461,2026-06-10T14:00:00+00:00,2026-06-10T14:30:00+00:00,10,T29,T25-T32,283.90,wet_multi_day,4.25,false,false
462,2026-06-10T14:30:00+00:00,2026-06-10T15:00:00+00:00,10,T30,T25-T32,283.90,wet_multi_day,3.88,false,false
463,2026-06-10T15:00:00+00:00,2026-06-10T15:30:00+00:00,10,T31,T25-T32,283.90,wet_multi_day,3.81,false,false
464,2026-06-10T15:30:00+00:00,2026-06-10T16:00:00+00:00,10,T32,T25-T32,283.90,wet_multi_day,3.82,true,false
465,2026-06-10T16:00:00+00:00,2026-06-10T16:30:00+00:00,10,T33,T33-T40,302.47,wet_multi_day,7.12,true,false
466,2026-06-10T16:30:00+00:00,2026-06-10T17:00:00+00:00,10,T34,T33-T40,302.47,wet_multi_day,7.00,true,false
467,2026-06-10T17:00:00+00:00,2026-06-10T17:30:00+00:00,10,T35,T33-T40,302.47,wet_multi_day,7.01,true,false
468,2026-06-10T17:30:00+00:00,2026-06-10T18:00:00+00:00,10,T36,T33-T40,302.47,wet_multi_day,6.98,false,false
469,2026-06-10T18:00:00+00:00,2026-06-10T18:30:00+00:00,10,T37,T33-T40,302.47,wet_multi_day,6.74,false,false
470,2026-06-10T18:30:00+00:00,2026-06-10T19:00:00+00:00,10,T38,T33-T40,302.47,wet_multi_day,7.13,false,false
471,2026-06-10T19:00:00+00:00,2026-06-10T19:30:00+00:00,10,T39,T33-T40,302.47,wet_multi_day,6.61,false,false
472,2026-06-10T19:30:00+00:00,2026-06-10T20:00:00+00:00,10,T40,T33-T40,302.47,wet_multi_day,7.07,false,false
473,2026-06-10T20:00:00+00:00,2026-06-10T20:30:00+00:00,10,T41,T41-T48,277.06,wet_multi_day,7.01,false,false
474,2026-06-10T20:30:00+00:00,2026-06-10T21:00:00+00:00,10,T42,T41-T48,277.06,wet_multi_day,7.00,false,false
475,2026-06-10T21:00:00+00:00,2026-06-10T21:30:00+00:00,10,T43,T41-T48,277.06,wet_multi_day,7.04,false,false
476,2026-06-10T21:30:00+00:00,2026-06-10T22:00:00+00:00,10,T44,T41-T48,277.06,wet_multi_day,3.36,false,false
477,2026-06-10T22:00:00+00:00,2026-06-10T22:30:00+00:00,10,T45,T41-T48,277.06,wet_multi_day,3.18,false,false
478,2026-06-10T22:30:00+00:00,2026-06-10T23:00:00+00:00,10,T46,T41-T48,277.06,wet_multi_day,2.83,false,false
479,2026-06-10T23:00:00+00:00,2026-06-10T23:30:00+00:00,10,T47,T41-T48,277.06,wet_multi_day,3.20,false,false
480,2026-06-10T23:30:00+00:00,2026-06-11T00:00:00+00:00,10,T48,T41-T48,277.06,wet_multi_day,3.24,false,false
481,2026-06-11T00:00:00+00:00,2026-06-11T00:30:00+00:00,11,T1,T1-T8,228.42,dry_spell,0.11,false,false
482,2026-06-11T00:30:00+00:00,2026-06-11T01:00:00+00:00,11,T2,T1-T8,228.42,dry_spell,0.19,false,false
483,2026-06-11T01:00:00+00:00,2026-06-11T01:30:00+00:00,11,T3,T1-T8,228.42,dry_spell,0.08,false,false
484,2026-06-11T01:30:00+00:00,2026-06-11T02:00:00+00:00,11,T4,T1-T8,228.42,dry_spell,0.05,false,false
485,2026-06-11T02:00:00+00:00,2026-06-11T02:30:00+00:00,11,T5,T1-T8,228.42,dry_spell,0.05,false,false
486,2026-06-11T02:30:00+00:00,2026-06-11T03:00:00+00:00,11,T6,T1-T8,228.42,dry_spell,0.27,false,false
487,2026-06-11T03:00:00+00:00,2026-06-11T03:30:00+00:00,11,T7,T1-T8,228.42,dry_spell,0.05,false,false
488,2026-06-11T03:30:00+00:00,2026-06-11T04:00:00+00:00,11,T8,T1-T8,228.42,dry_spell,0.05,false,false
489,2026-06-11T04:00:00+00:00,2026-06-11T04:30:00+00:00,11,T9,T9-T16,257.37,dry_spell,0.36,false,false
490,2026-06-11T04:30:00+00:00,2026-06-11T05:00:00+00:00,11,T10,T9-T16,257.37,dry_spell,0.30,false,false
491,2026-06-11T05:00:00+00:00,2026-06-11T05:30:00+00:00,11,T11,T9-T16,257.37,dry_spell,0.32,false,false
492,2026-06-11T05:30:00+00:00,2026-06-11T06:00:00+00:00,11,T12,T9-T16,257.37,dry_spell,1.01,false,false
493,2026-06-11T06:00:00+00:00,2026-06-11T06:30:00+00:00,11,T13,T9-T16,257.37,dry_spell,1.11,false,false
494,2026-06-11T06:30:00+00:00,2026-06-11T07:00:00+00:00,11,T14,T9-T16,257.37,dry_spell,0.89,false,false
495,2026-06-11T07:00:00+00:00,2026-06-11T07:30:00+00:00,11,T15,T9-T16,257.37,dry_spell,1.15,false,true
496,2026-06-11T07:30:00+00:00,2026-06-11T08:00:00+00:00,11,T16,T9-T16,257.37,dry_spell,0.94,false,true
497,2026-06-11T08:00:00+00:00,2026-06-11T08:30:00+00:00,11,T17,T17-T24,282.66,dry_spell,1.05,false,true
498,2026-06-11T08:30:00+00:00,2026-06-11T09:00:00+00:00,11,T18,T17-T24,282.66,dry_spell,0.87,false,true
499,2026-06-11T09:00:00+00:00,2026-06-11T09:30:00+00:00,11,T19,T17-T24,282.66,dry_spell,0.82,false,true
500,2026-06-11T09:30:00+00:00,2026-06-11T10:00:00+00:00,11,T20,T17-T24,282.66,dry_spell,0.85,false,true
501,2026-06-11T10:00:00+00:00,2026-06-11T10:30:00+00:00,11,T21,T17-T24,282.66,dry_spell,0.87,false,true
502,2026-06-11T10:30:00+00:00,2026-06-11T11:00:00+00:00,11,T22,T17-T24,282.66,dry_spell,0.32,false,true
503,2026-06-11T11:00:00+00:00,2026-06-11T11:30:00+00:00,11,T23,T17-T24,282.66,dry_spell,0.33,false,false
504,2026-06-11T11:30:00+00:00,2026-06-11T12:00:00+00:00,11,T24,T17-T24,282.66,dry_spell,0.38,false,false
505,2026-06-11T12:00:00+00:00,2026-06-11T12:30:00+00:00,11,T25,T25-T32,283.90,dry_spell,0.54,false,false
506,2026-06-11T12:30:00+00:00,2026-06-11T13:00:00+00:00,11,T26,T25-T32,283.90,dry_spell,0.45,false,false
507,2026-06-11T13:00:00+00:00,2026-06-11T13:30:00+00:00,11,T27,T25-T32,283.90,dry_spell,0.54,false,false
508,2026-06-11T13:30:00+00:00,2026-06-11T14:00:00+00:00,11,T28,T25-T32,283.90,dry_spell,0.54,false,false
509,2026-06-11T14:00:00+00:00,2026-06-11T14:30:00+00:00,11,T29,T25-T32,283.90,dry_spell,0.46,false,false
510,2026-06-11T14:30:00+00:00,2026-06-11T15:00:00+00:00,11,T30,T25-T32,283.90,dry_spell,0.51,false,false
511,2026-06-11T15:00:00+00:00,2026-06-11T15:30:00+00:00,11,T31,T25-T32,283.90,dry_spell,0.39,false,false
512,2026-06-11T15:30:00+00:00,2026-06-11T16:00:00+00:00,11,T32,T25-T32,283.90,dry_spell,0.52,false,false
513,2026-06-11T16:00:00+00:00,2026-06-11T16:30:00+00:00,11,T33,T33-T40,302.47,dry_spell,1.02,false,false
514,2026-06-11T16:30:00+00:00,2026-06-11T17:00:00+00:00,11,T34,T33-T40,302.47,dry_spell,1.03,false,false
515,2026-06-11T17:00:00+00:00,2026-06-11T17:30:00+00:00,11,T35,T33-T40,302.47,dry_spell,1.01,false,false
516,2026-06-11T17:30:00+00:00,2026-06-11T18:00:00+00:00,11,T36,T33-T40,302.47,dry_spell,1.24,false,false
517,2026-06-11T18:00:00+00:00,2026-06-11T18:30:00+00:00,11,T37,T33-T40,302.47,dry_spell,1.22,false,false
518,2026-06-11T18:30:00+00:00,2026-06-11T19:00:00+00:00,11,T38,T33-T40,302.47,dry_spell,0.96,false,false
519,2026-06-11T19:00:00+00:00,2026-06-11T19:30:00+00:00,11,T39,T33-T40,302.47,dry_spell,0.98,false,false
520,2026-06-11T19:30:00+00:00,2026-06-11T20:00:00+00:00,11,T40,T33-T40,302.47,dry_spell,1.17,false,false
521,2026-06-11T20:00:00+00:00,2026-06-11T20:30:00+00:00,11,T41,T41-T48,277.06,dry_spell,1.04,false,false
522,2026-06-11T20:30:00+00:00,2026-06-11T21:00:00+00:00,11,T42,T41-T48,277.06,dry_spell,0.97,false,false
523,2026-06-11T21:00:00+00:00,2026-06-11T21:30:00+00:00,11,T43,T41-T48,277.06,dry_spell,1.00,false,false
524,2026-06-11T21:30:00+00:00,2026-06-11T22:00:00+00:00,11,T44,T41-T48,277.06,dry_spell,0.08,false,false
525,2026-06-11T22:00:00+00:00,2026-06-11T22:30:00+00:00,11,T45,T41-T48,277.06,dry_spell,0.35,false,false
526,2026-06-11T22:30:00+00:00,2026-06-11T23:00:00+00:00,11,T46,T41-T48,277.06,dry_spell,0.37,false,false
527,2026-06-11T23:00:00+00:00,2026-06-11T23:30:00+00:00,11,T47,T41-T48,277.06,dry_spell,0.31,false,false
528,2026-06-11T23:30:00+00:00,2026-06-12T00:00:00+00:00,11,T48,T41-T48,277.06,dry_spell,0.18,false,false
529,2026-06-12T00:00:00+00:00,2026-06-12T00:30:00+00:00,12,T1,T1-T8,228.42,wet_multi_day,2.78,false,false
530,2026-06-12T00:30:00+00:00,2026-06-12T01:00:00+00:00,12,T2,T1-T8,228.42,wet_multi_day,3.19,false,false
531,2026-06-12T01:00:00+00:00,2026-06-12T01:30:00+00:00,12,T3,T1-T8,228.42,wet_multi_day,2.59,false,false
532,2026-06-12T01:30:00+00:00,2026-06-12T02:00:00+00:00,12,T4,T1-T8,228.42,wet_multi_day,2.96,false,false
533,2026-06-12T02:00:00+00:00,2026-06-12T02:30:00+00:00,12,T5,T1-T8,228.42,wet_multi_day,2.76,false,false
534,2026-06-12T02:30:00+00:00,2026-06-12T03:00:00+00:00,12,T6,T1-T8,228.42,wet_multi_day,2.61,false,false
535,2026-06-12T03:00:00+00:00,2026-06-12T03:30:00+00:00,12,T7,T1-T8,228.42,wet_multi_day,3.04,false,false
536,2026-06-12T03:30:00+00:00,2026-06-12T04:00:00+00:00,12,T8,T1-T8,228.42,wet_multi_day,2.59,false,false
537,2026-06-12T04:00:00+00:00,2026-06-12T04:30:00+00:00,12,T9,T9-T16,257.37,wet_multi_day,3.13,false,false
538,2026-06-12T04:30:00+00:00,2026-06-12T05:00:00+00:00,12,T10,T9-T16,257.37,wet_multi_day,3.16,false,false
539,2026-06-12T05:00:00+00:00,2026-06-12T05:30:00+00:00,12,T11,T9-T16,257.37,wet_multi_day,2.77,false,false
540,2026-06-12T05:30:00+00:00,2026-06-12T06:00:00+00:00,12,T12,T9-T16,257.37,wet_multi_day,6.10,false,false
541,2026-06-12T06:00:00+00:00,2026-06-12T06:30:00+00:00,12,T13,T9-T16,257.37,wet_multi_day,6.48,false,false
542,2026-06-12T06:30:00+00:00,2026-06-12T07:00:00+00:00,12,T14,T9-T16,257.37,wet_multi_day,6.18,false,false
543,2026-06-12T07:00:00+00:00,2026-06-12T07:30:00+00:00,12,T15,T9-T16,257.37,wet_multi_day,6.37,false,false
544,2026-06-12T07:30:00+00:00,2026-06-12T08:00:00+00:00,12,T16,T9-T16,257.37,wet_multi_day,6.55,false,false
545,2026-06-12T08:00:00+00:00,2026-06-12T08:30:00+00:00,12,T17,T17-T24,282.66,wet_multi_day,6.25,false,false
546,2026-06-12T08:30:00+00:00,2026-06-12T09:00:00+00:00,12,T18,T17-T24,282.66,wet_multi_day,6.16,false,false
547,2026-06-12T09:00:00+00:00,2026-06-12T09:30:00+00:00,12,T19,T17-T24,282.66,wet_multi_day,6.08,false,true
548,2026-06-12T09:30:00+00:00,2026-06-12T10:00:00+00:00,12,T20,T17-T24,282.66,wet_multi_day,6.43,false,true
549,2026-06-12T10:00:00+00:00,2026-06-12T10:30:00+00:00,12,T21,T17-T24,282.66,wet_multi_day,6.20,false,true
550,2026-06-12T10:30:00+00:00,2026-06-12T11:00:00+00:00,12,T22,T17-T24,282.66,wet_multi_day,4.13,false,true
551,2026-06-12T11:00:00+00:00,2026-06-12T11:30:00+00:00,12,T23,T17-T24,282.66,wet_multi_day,3.89,false,true
552,2026-06-12T11:30:00+00:00,2026-06-12T12:00:00+00:00,12,T24,T17-T24,282.66,wet_multi_day,4.25,false,true
553,2026-06-12T12:00:00+00:00,2026-06-12T12:30:00+00:00,12,T25,T25-T32,283.90,wet_multi_day,4.00,false,true
554,2026-06-12T12:30:00+00:00,2026-06-12T13:00:00+00:00,12,T26,T25-T32,283.90,wet_multi_day,4.39,false,true
555,2026-06-12T13:00:00+00:00,2026-06-12T13:30:00+00:00,12,T27,T25-T32,283.90,wet_multi_day,4.06,false,true
556,2026-06-12T13:30:00+00:00,2026-06-12T14:00:00+00:00,12,T28,T25-T32,283.90,wet_multi_day,4.29,false,false
557,2026-06-12T14:00:00+00:00,2026-06-12T14:30:00+00:00,12,T29,T25-T32,283.90,wet_multi_day,4.24,false,false
558,2026-06-12T14:30:00+00:00,2026-06-12T15:00:00+00:00,12,T30,T25-T32,283.90,wet_multi_day,3.88,false,false
559,2026-06-12T15:00:00+00:00,2026-06-12T15:30:00+00:00,12,T31,T25-T32,283.90,wet_multi_day,3.91,false,false
560,2026-06-12T15:30:00+00:00,2026-06-12T16:00:00+00:00,12,T32,T25-T32,283.90,wet_multi_day,4.24,false,false
561,2026-06-12T16:00:00+00:00,2026-06-12T16:30:00+00:00,12,T33,T33-T40,302.47,wet_multi_day,6.79,false,false
562,2026-06-12T16:30:00+00:00,2026-06-12T17:00:00+00:00,12,T34,T33-T40,302.47,wet_multi_day,7.13,false,false
563,2026-06-12T17:00:00+00:00,2026-06-12T17:30:00+00:00,12,T35,T33-T40,302.47,wet_multi_day,6.97,false,false
564,2026-06-12T17:30:00+00:00,2026-06-12T18:00:00+00:00,12,T36,T33-T40,302.47,wet_multi_day,6.54,false,false
565,2026-06-12T18:00:00+00:00,2026-06-12T18:30:00+00:00,12,T37,T33-T40,302.47,wet_multi_day,6.51,false,false
566,2026-06-12T18:30:00+00:00,2026-06-12T19:00:00+00:00,12,T38,T33-T40,302.47,wet_multi_day,6.59,false,false
567,2026-06-12T19:00:00+00:00,2026-06-12T19:30:00+00:00,12,T39,T33-T40,302.47,wet_multi_day,7.03,false,false
568,2026-06-12T19:30:00+00:00,2026-06-12T20:00:00+00:00,12,T40,T33-T40,302.47,wet_multi_day,6.75,false,false
569,2026-06-12T20:00:00+00:00,2026-06-12T20:30:00+00:00,12,T41,T41-T48,277.06,wet_multi_day,6.52,false,false
570,2026-06-12T20:30:00+00:00,2026-06-12T21:00:00+00:00,12,T42,T41-T48,277.06,wet_multi_day,6.80,false,false
571,2026-06-12T21:00:00+00:00,2026-06-12T21:30:00+00:00,12,T43,T41-T48,277.06,wet_multi_day,7.15,false,false
572,2026-06-12T21:30:00+00:00,2026-06-12T22:00:00+00:00,12,T44,T41-T48,277.06,wet_multi_day,3.04,false,false
573,2026-06-12T22:00:00+00:00,2026-06-12T22:30:00+00:00,12,T45,T41-T48,277.06,wet_multi_day,3.36,false,false
574,2026-06-12T22:30:00+00:00,2026-06-12T23:00:00+00:00,12,T46,T41-T48,277.06,wet_multi_day,2.87,false,false
575,2026-06-12T23:00:00+00:00,2026-06-12T23:30:00+00:00,12,T47,T41-T48,277.06,wet_multi_day,2.87,false,false
576,2026-06-12T23:30:00+00:00,2026-06-13T00:00:00+00:00,12,T48,T41-T48,277.06,wet_multi_day,3.05,false,false
577,2026-06-13T00:00:00+00:00,2026-06-13T00:30:00+00:00,13,T1,T1-T8,228.42,wet_multi_day,2.89,false,false
578,2026-06-13T00:30:00+00:00,2026-06-13T01:00:00+00:00,13,T2,T1-T8,228.42,wet_multi_day,2.66,false,false
579,2026-06-13T01:00:00+00:00,2026-06-13T01:30:00+00:00,13,T3,T1-T8,228.42,wet_multi_day,3.06,false,false
580,2026-06-13T01:30:00+00:00,2026-06-13T02:00:00+00:00,13,T4,T1-T8,228.42,wet_multi_day,2.89,false,false
581,2026-06-13T02:00:00+00:00,2026-06-13T02:30:00+00:00,13,T5,T1-T8,228.42,wet_multi_day,2.63,false,false
582,2026-06-13T02:30:00+00:00,2026-06-13T03:00:00+00:00,13,T6,T1-T8,228.42,wet_multi_day,2.86,false,false
583,2026-06-13T03:00:00+00:00,2026-06-13T03:30:00+00:00,13,T7,T1-T8,228.42,wet_multi_day,2.62,false,false
584,2026-06-13T03:30:00+00:00,2026-06-13T04:00:00+00:00,13,T8,T1-T8,228.42,wet_multi_day,3.16,false,false
585,2026-06-13T04:00:00+00:00,2026-06-13T04:30:00+00:00,13,T9,T9-T16,257.37,wet_multi_day,3.20,false,false
586,2026-06-13T04:30:00+00:00,2026-06-13T05:00:00+00:00,13,T10,T9-T16,257.37,wet_multi_day,2.76,false,false
587,2026-06-13T05:00:00+00:00,2026-06-13T05:30:00+00:00,13,T11,T9-T16,257.37,wet_multi_day,2.88,false,false
588,2026-06-13T05:30:00+00:00,2026-06-13T06:00:00+00:00,13,T12,T9-T16,257.37,wet_multi_day,6.61,false,false
589,2026-06-13T06:00:00+00:00,2026-06-13T06:30:00+00:00,13,T13,T9-T16,257.37,wet_multi_day,6.26,false,false
590,2026-06-13T06:30:00+00:00,2026-06-13T07:00:00+00:00,13,T14,T9-T16,257.37,wet_multi_day,6.42,false,false
591,2026-06-13T07:00:00+00:00,2026-06-13T07:30:00+00:00,13,T15,T9-T16,257.37,wet_multi_day,6.25,false,false
592,2026-06-13T07:30:00+00:00,2026-06-13T08:00:00+00:00,13,T16,T9-T16,257.37,wet_multi_day,6.45,false,false
593,2026-06-13T08:00:00+00:00,2026-06-13T08:30:00+00:00,13,T17,T17-T24,282.66,wet_multi_day,6.53,false,false
594,2026-06-13T08:30:00+00:00,2026-06-13T09:00:00+00:00,13,T18,T17-T24,282.66,wet_multi_day,6.57,false,false
595,2026-06-13T09:00:00+00:00,2026-06-13T09:30:00+00:00,13,T19,T17-T24,282.66,wet_multi_day,6.39,false,false
596,2026-06-13T09:30:00+00:00,2026-06-13T10:00:00+00:00,13,T20,T17-T24,282.66,wet_multi_day,6.26,false,false
597,2026-06-13T10:00:00+00:00,2026-06-13T10:30:00+00:00,13,T21,T17-T24,282.66,wet_multi_day,6.13,false,false
598,2026-06-13T10:30:00+00:00,2026-06-13T11:00:00+00:00,13,T22,T17-T24,282.66,wet_multi_day,4.08,false,false
599,2026-06-13T11:00:00+00:00,2026-06-13T11:30:00+00:00,13,T23,T17-T24,282.66,wet_multi_day,4.07,false,false
600,2026-06-13T11:30:00+00:00,2026-06-13T12:00:00+00:00,13,T24,T17-T24,282.66,wet_multi_day,3.89,false,false
601,2026-06-13T12:00:00+00:00,2026-06-13T12:30:00+00:00,13,T25,T25-T32,283.90,wet_multi_day,4.00,false,false
602,2026-06-13T12:30:00+00:00,2026-06-13T13:00:00+00:00,13,T26,T25-T32,283.90,wet_multi_day,3.83,false,false
603,2026-06-13T13:00:00+00:00,2026-06-13T13:30:00+00:00,13,T27,T25-T32,283.90,wet_multi_day,4.26,false,false
604,2026-06-13T13:30:00+00:00,2026-06-13T14:00:00+00:00,13,T28,T25-T32,283.90,wet_multi_day,4.07,false,false
605,2026-06-13T14:00:00+00:00,2026-06-13T14:30:00+00:00,13,T29,T25-T32,283.90,wet_multi_day,3.91,false,false
606,2026-06-13T14:30:00+00:00,2026-06-13T15:00:00+00:00,13,T30,T25-T32,283.90,wet_multi_day,4.05,false,false
607,2026-06-13T15:00:00+00:00,2026-06-13T15:30:00+00:00,13,T31,T25-T32,283.90,wet_multi_day,4.16,false,false
608,2026-06-13T15:30:00+00:00,2026-06-13T16:00:00+00:00,13,T32,T25-T32,283.90,wet_multi_day,3.90,false,false
609,2026-06-13T16:00:00+00:00,2026-06-13T16:30:00+00:00,13,T33,T33-T40,302.47,wet_multi_day,7.02,false,false
610,2026-06-13T16:30:00+00:00,2026-06-13T17:00:00+00:00,13,T34,T33-T40,302.47,wet_multi_day,6.51,false,false
611,2026-06-13T17:00:00+00:00,2026-06-13T17:30:00+00:00,13,T35,T33-T40,302.47,wet_multi_day,6.72,false,false
612,2026-06-13T17:30:00+00:00,2026-06-13T18:00:00+00:00,13,T36,T33-T40,302.47,wet_multi_day,6.67,false,false
613,2026-06-13T18:00:00+00:00,2026-06-13T18:30:00+00:00,13,T37,T33-T40,302.47,wet_multi_day,7.09,false,false
614,2026-06-13T18:30:00+00:00,2026-06-13T19:00:00+00:00,13,T38,T33-T40,302.47,wet_multi_day,6.87,false,false
615,2026-06-13T19:00:00+00:00,2026-06-13T19:30:00+00:00,13,T39,T33-T40,302.47,wet_multi_day,6.59,false,false
616,2026-06-13T19:30:00+00:00,2026-06-13T20:00:00+00:00,13,T40,T33-T40,302.47,wet_multi_day,6.87,false,false
617,2026-06-13T20:00:00+00:00,2026-06-13T20:30:00+00:00,13,T41,T41-T48,277.06,wet_multi_day,6.58,false,false
618,2026-06-13T20:30:00+00:00,2026-06-13T21:00:00+00:00,13,T42,T41-T48,277.06,wet_multi_day,6.77,false,false
619,2026-06-13T21:00:00+00:00,2026-06-13T21:30:00+00:00,13,T43,T41-T48,277.06,wet_multi_day,6.80,false,false
620,2026-06-13T21:30:00+00:00,2026-06-13T22:00:00+00:00,13,T44,T41-T48,277.06,wet_multi_day,3.09,false,false
621,2026-06-13T22:00:00+00:00,2026-06-13T22:30:00+00:00,13,T45,T41-T48,277.06,wet_multi_day,3.05,false,false
622,2026-06-13T22:30:00+00:00,2026-06-13T23:00:00+00:00,13,T46,T41-T48,277.06,wet_multi_day,3.28,false,false
623,2026-06-13T23:00:00+00:00,2026-06-13T23:30:00+00:00,13,T47,T41-T48,277.06,wet_multi_day,3.27,false,false
624,2026-06-13T23:30:00+00:00,2026-06-14T00:00:00+00:00,13,T48,T41-T48,277.06,wet_multi_day,3.31,false,false
625,2026-06-14T00:00:00+00:00,2026-06-14T00:30:00+00:00,14,T1,T1-T8,228.42,extreme_wet,5.32,false,false
626,2026-06-14T00:30:00+00:00,2026-06-14T01:00:00+00:00,14,T2,T1-T8,228.42,extreme_wet,4.83,false,false
627,2026-06-14T01:00:00+00:00,2026-06-14T01:30:00+00:00,14,T3,T1-T8,228.42,extreme_wet,4.84,false,false
628,2026-06-14T01:30:00+00:00,2026-06-14T02:00:00+00:00,14,T4,T1-T8,228.42,extreme_wet,4.83,false,false
629,2026-06-14T02:00:00+00:00,2026-06-14T02:30:00+00:00,14,T5,T1-T8,228.42,extreme_wet,5.09,false,false
630,2026-06-14T02:30:00+00:00,2026-06-14T03:00:00+00:00,14,T6,T1-T8,228.42,extreme_wet,5.22,false,false
631,2026-06-14T03:00:00+00:00,2026-06-14T03:30:00+00:00,14,T7,T1-T8,228.42,extreme_wet,4.88,false,false
632,2026-06-14T03:30:00+00:00,2026-06-14T04:00:00+00:00,14,T8,T1-T8,228.42,extreme_wet,5.33,false,false
633,2026-06-14T04:00:00+00:00,2026-06-14T04:30:00+00:00,14,T9,T9-T16,257.37,extreme_wet,5.37,false,false
634,2026-06-14T04:30:00+00:00,2026-06-14T05:00:00+00:00,14,T10,T9-T16,257.37,extreme_wet,5.29,false,false
635,2026-06-14T05:00:00+00:00,2026-06-14T05:30:00+00:00,14,T11,T9-T16,257.37,extreme_wet,5.01,false,false
636,2026-06-14T05:30:00+00:00,2026-06-14T06:00:00+00:00,14,T12,T9-T16,257.37,extreme_wet,8.93,false,false
637,2026-06-14T06:00:00+00:00,2026-06-14T06:30:00+00:00,14,T13,T9-T16,257.37,extreme_wet,9.02,false,false
638,2026-06-14T06:30:00+00:00,2026-06-14T07:00:00+00:00,14,T14,T9-T16,257.37,extreme_wet,9.21,false,false
639,2026-06-14T07:00:00+00:00,2026-06-14T07:30:00+00:00,14,T15,T9-T16,257.37,extreme_wet,8.77,false,false
640,2026-06-14T07:30:00+00:00,2026-06-14T08:00:00+00:00,14,T16,T9-T16,257.37,extreme_wet,9.20,false,false
641,2026-06-14T08:00:00+00:00,2026-06-14T08:30:00+00:00,14,T17,T17-T24,282.66,extreme_wet,9.02,false,false
